ts,equity,pnl
2025-09-20T03:57:12.354197+00:00,24.255094360444623,0.0
2025-09-20T03:58:14.881542+00:00,2.294551759514105,0.0
2025-09-20T03:59:17.506876+00:00,0.2505601498173991,0.0
2025-09-20T04:00:20.258133+00:00,-0.0775658780385681,0.0
2025-09-20T04:01:22.861224+00:00,-0.27756587803856814,0.0
2025-09-20T04:02:25.002400+00:00,-0.3775658780385681,0.0
2025-09-20T04:03:27.124270+00:00,-0.4775658780385681,0.0
2025-09-20T04:04:29.761351+00:00,-0.677565878038568,0.0
2025-09-20T04:05:32.267882+00:00,-0.877565878038568,0.0
2025-09-20T04:07:14.639645+00:00,123.34567272866009,0.0
2025-09-20T04:08:18.065513+00:00,-752.283820219066,0.0
2025-09-20T04:41:24.256716+00:00,1000.0,0.0
2025-09-20T04:42:25.615806+00:00,1000.0,0.0
2025-09-20T04:43:26.928861+00:00,1000.0,0.0
2025-09-20T04:44:28.241394+00:00,1000.0,0.0
2025-09-20T04:45:29.509819+00:00,1000.0,0.0
2025-09-20T04:46:31.703836+00:00,1000.0,0.0
2025-09-20T04:47:33.050615+00:00,1000.0,0.0
2025-09-20T04:48:34.755000+00:00,1000.0,0.0
2025-09-20T04:49:36.096727+00:00,1000.0,0.0
2025-09-20T04:50:37.384459+00:00,1000.0,0.0
2025-09-20T04:51:38.700356+00:00,1000.0,0.0
2025-09-20T04:52:40.032084+00:00,1000.0,0.0
2025-09-20T04:53:41.449634+00:00,1000.0,0.0
2025-09-20T04:54:42.746417+00:00,1000.0,0.0
2025-09-20T04:55:44.093979+00:00,1000.0,0.0
2025-09-20T04:56:45.426564+00:00,1000.0,0.0
2025-09-20T04:57:01.332183+00:00,1000.0,0.0
2025-09-20T04:58:02.664279+00:00,1000.0,0.0
2025-09-20T04:59:14.938397+00:00,1000.0,0.0
2025-09-20T05:00:16.284946+00:00,1000.0,0.0
2025-09-20T05:03:51.294358+00:00,1000.0,0.0
2025-09-20T05:04:52.609726+00:00,1000.0,0.0
2025-09-20T05:05:54.019928+00:00,1000.0,0.0
2025-09-20T05:06:55.365172+00:00,1000.0,0.0
2025-09-20T05:08:07.355432+00:00,1000.0,0.0
2025-09-20T05:09:13.674312+00:00,1000.0,0.0
2025-09-20T05:10:14.974841+00:00,1000.0,0.0
2025-09-20T05:11:16.325808+00:00,1000.0,0.0
2025-09-20T05:12:17.691373+00:00,1000.0,0.0
2025-09-20T05:13:19.058218+00:00,1000.0,0.0
2025-09-20T05:14:20.406724+00:00,1000.0,0.0
2025-09-20T05:15:21.688577+00:00,1000.0,0.0
2025-09-20T05:16:23.017394+00:00,1000.0,0.0
2025-09-20T05:17:24.349257+00:00,1000.0,0.0
2025-09-20T05:18:25.625181+00:00,1000.0,0.0
2025-09-20T05:19:26.927032+00:00,1000.0,0.0
2025-09-20T05:20:28.246140+00:00,1000.0,0.0
2025-09-20T05:59:47.661267+00:00,1000.0,0.0
2025-09-20T06:00:49.898781+00:00,1000.0,0.0
2025-09-20T06:01:51.884313+00:00,1000.0,0.0
2025-09-20T06:02:53.850270+00:00,1000.0,0.0
2025-09-20T06:03:55.961772+00:00,1000.0,0.0
2025-09-20T06:04:58.002864+00:00,1000.0,0.0
2025-09-20T06:05:59.973504+00:00,1000.0,0.0
2025-09-20T06:07:01.916001+00:00,1000.0,0.0
2025-09-20T06:08:03.954781+00:00,1000.0,0.0
2025-09-20T06:09:05.970319+00:00,1000.0,0.0
2025-09-20T06:09:40.807705+00:00,1000.0,0.0
2025-09-20T06:10:42.791079+00:00,1000.0,0.0
2025-09-20T06:11:45.357037+00:00,1000.0,0.0
2025-09-20T06:12:47.986358+00:00,1000.0,0.0
2025-09-20T06:13:49.980633+00:00,1000.0,0.0
2025-09-20T06:14:52.982428+00:00,1000.0,0.0
2025-09-20T06:15:56.152587+00:00,1000.0,0.0
2025-09-20T06:16:58.696287+00:00,1000.0,0.0
2025-09-20T06:17:52.429545+00:00,1000.0,0.0
2025-09-20T06:18:54.450997+00:00,1000.0,0.0
2025-09-20T06:19:56.482357+00:00,1000.0,0.0
2025-09-20T06:20:58.500066+00:00,1000.0,0.0
2025-09-20T06:22:00.176497+00:00,1000.0,0.0
2025-09-20T06:23:01.899236+00:00,1000.0,0.0
2025-09-20T06:23:35.503390+00:00,968.9176422678271,0.0
2025-09-20T06:24:37.506064+00:00,968.9176422678271,0.0
2025-09-20T06:25:39.526061+00:00,968.9176422678271,0.0
2025-09-20T06:26:42.409782+00:00,968.9176422678271,0.0
2025-09-20T06:27:44.354831+00:00,968.9176422678271,0.0
2025-09-20T06:28:48.330994+00:00,968.9176422678271,0.0
2025-09-20T06:29:50.287111+00:00,968.9176422678271,0.0
2025-09-20T06:30:52.321605+00:00,968.9176422678271,0.0
2025-09-20T06:31:54.320131+00:00,968.9176422678271,0.0
2025-09-20T06:32:56.341861+00:00,968.9176422678271,0.0
2025-09-20T06:33:39.628052+00:00,999.8800000000001,0.0
2025-09-20T06:34:43.714979+00:00,999.65164942591,0.0
2025-09-20T06:35:46.798898+00:00,999.5316494259101,0.0
2025-09-20T06:36:52.855753+00:00,999.4116494259102,0.0
2025-09-20T06:37:56.162246+00:00,999.2916494259104,0.0
2025-09-20T06:38:58.796854+00:00,999.2316494259104,0.0
2025-09-20T06:40:01.315109+00:00,999.1716494259105,0.0
2025-09-20T06:41:03.825165+00:00,999.1116494259105,0.0
2025-09-20T06:42:06.338724+00:00,999.0516494259106,0.0
2025-09-20T06:43:08.805189+00:00,998.9916494259106,0.0
2025-09-20T06:44:11.238899+00:00,998.9316494259107,0.0
2025-09-20T06:45:13.762101+00:00,998.8716494259107,0.0
2025-09-20T06:46:16.894764+00:00,998.7516494259108,0.0
2025-09-20T06:47:20.086310+00:00,998.631649425911,0.0
2025-09-20T06:48:23.331043+00:00,998.5116494259111,0.0
2025-09-20T06:49:26.832165+00:00,998.3916494259112,0.0
2025-09-20T06:50:29.989478+00:00,998.2716494259113,0.0
2025-09-20T06:51:33.183750+00:00,998.1516494259114,0.0
2025-09-20T06:52:36.272366+00:00,998.0316494259115,0.0
2025-09-20T06:53:39.471220+00:00,997.9116494259116,0.0
2025-09-20T06:54:42.785308+00:00,997.7916494259117,0.0
2025-09-20T06:55:45.968115+00:00,997.6716494259118,0.0
2025-09-20T06:56:49.191923+00:00,997.5516494259119,0.0
2025-09-20T06:57:52.255827+00:00,997.431649425912,0.0
2025-09-20T06:58:56.518775+00:00,997.3116494259122,0.0
2025-09-20T07:00:00.715873+00:00,997.1916494259123,0.0
2025-09-20T07:01:04.943295+00:00,997.0716494259124,0.0
2025-09-20T07:02:09.087391+00:00,996.9516494259125,0.0
2025-09-20T07:03:13.297179+00:00,996.8316494259126,0.0
2025-09-20T07:04:16.705001+00:00,996.7716494259126,0.0
2025-09-20T07:05:20.874742+00:00,996.6516494259128,0.0
2025-09-20T07:06:25.202655+00:00,996.5316494259129,0.0
2025-09-20T07:07:28.681351+00:00,996.4716494259129,0.0
2025-09-20T07:08:32.909474+00:00,996.351649425913,0.0
2025-09-20T07:09:37.610688+00:00,996.2316494259131,0.0
2025-09-20T07:10:41.967077+00:00,996.1116494259132,0.0
2025-09-20T07:11:45.093178+00:00,996.0516494259133,0.0
2025-09-20T07:12:49.444418+00:00,995.9316494259134,0.0
2025-09-20T07:13:52.630082+00:00,995.8716494259135,0.0
2025-09-20T07:14:56.572459+00:00,995.7516494259136,0.0
2025-09-20T07:15:59.588208+00:00,995.6916494259136,0.0
2025-09-20T07:17:02.695611+00:00,995.6316494259137,0.0
2025-09-20T07:18:05.901924+00:00,995.5716494259137,0.0
2025-09-20T07:19:09.284593+00:00,995.4516494259138,0.0
2025-09-20T07:20:12.542768+00:00,995.331649425914,0.0
2025-09-20T07:21:16.201699+00:00,995.2116494259141,0.0
2025-09-20T07:22:19.354709+00:00,995.0916494259142,0.0
2025-09-20T07:23:22.672356+00:00,994.9716494259143,0.0
2025-09-20T07:24:25.969075+00:00,994.8516494259144,0.0
2025-09-20T07:25:29.163336+00:00,994.7316494259145,0.0
2025-09-20T07:26:32.394508+00:00,994.6116494259146,0.0
2025-09-20T07:27:35.936060+00:00,994.4916494259147,0.0
2025-09-20T07:28:39.094142+00:00,994.3716494259148,0.0
2025-09-20T07:29:42.661161+00:00,994.2516494259149,0.0
2025-09-20T07:30:45.999101+00:00,994.131649425915,0.0
2025-09-20T07:31:49.333000+00:00,994.0116494259152,0.0
2025-09-20T07:32:52.598313+00:00,993.8916494259153,0.0
2025-09-20T07:33:55.800834+00:00,993.7716494259154,0.0
2025-09-20T07:34:58.923863+00:00,993.6516494259155,0.0
2025-09-20T07:36:02.143036+00:00,993.5316494259156,0.0
2025-09-20T07:37:05.354032+00:00,993.4116494259157,0.0
2025-09-20T07:38:08.617662+00:00,993.2916494259158,0.0
2025-09-20T07:39:11.116274+00:00,993.2316494259159,0.0
2025-09-20T07:40:14.389642+00:00,993.111649425916,0.0
2025-09-20T07:41:17.617600+00:00,992.9916494259161,0.0
2025-09-20T07:42:20.822623+00:00,992.8716494259162,0.0
2025-09-20T07:43:24.078622+00:00,992.7516494259163,0.0
2025-09-20T07:44:27.295824+00:00,992.6316494259164,0.0
2025-09-20T07:45:30.661987+00:00,992.5116494259165,0.0
2025-09-20T07:46:33.816598+00:00,992.3916494259166,0.0
2025-09-20T07:47:37.030590+00:00,992.2716494259167,0.0
2025-09-20T07:48:40.281403+00:00,992.1516494259168,0.0
2025-09-20T07:49:43.468304+00:00,992.031649425917,0.0
2025-09-20T07:50:46.701206+00:00,991.9116494259171,0.0
2025-09-20T07:51:50.187836+00:00,991.7916494259172,0.0
2025-09-20T07:52:53.377452+00:00,991.6716494259173,0.0
2025-09-20T07:53:56.607381+00:00,991.5516494259174,0.0
2025-09-20T07:54:59.719309+00:00,991.4316494259175,0.0
2025-09-20T07:56:02.958053+00:00,991.3116494259176,0.0
2025-09-20T07:57:06.147165+00:00,991.1916494259177,0.0
2025-09-20T07:58:09.290227+00:00,991.0716494259178,0.0
2025-09-20T07:59:12.550055+00:00,990.9516494259179,0.0
2025-09-20T08:00:15.990085+00:00,990.831649425918,0.0
2025-09-20T08:01:19.134003+00:00,990.7116494259182,0.0
2025-09-20T08:02:22.365294+00:00,990.5916494259183,0.0
2025-09-20T08:03:25.648198+00:00,990.4716494259184,0.0
2025-09-20T08:04:28.975753+00:00,990.3516494259185,0.0
2025-09-20T08:05:32.183876+00:00,990.2316494259186,0.0
2025-09-20T08:06:35.424144+00:00,990.1116494259187,0.0
2025-09-20T08:07:37.953971+00:00,990.0516494259188,0.0
2025-09-20T08:08:41.156845+00:00,989.9316494259189,0.0
2025-09-20T08:09:44.334032+00:00,989.811649425919,0.0
2025-09-20T08:10:47.579815+00:00,989.6916494259191,0.0
2025-09-20T08:11:50.787654+00:00,989.5716494259192,0.0
2025-09-20T08:12:53.972395+00:00,989.4516494259193,0.0
2025-09-20T08:13:57.232912+00:00,989.3316494259194,0.0
2025-09-20T08:15:00.975102+00:00,989.2116494259195,0.0
2025-09-20T08:16:03.513384+00:00,989.1516494259196,0.0
2025-09-20T08:17:06.659571+00:00,989.0316494259197,0.0
2025-09-20T08:18:09.952211+00:00,988.9116494259198,0.0
2025-09-20T08:19:13.167846+00:00,988.7916494259199,0.0
2025-09-20T08:20:16.322488+00:00,988.67164942592,0.0
2025-09-20T08:21:19.518136+00:00,988.5516494259201,0.0
2025-09-20T08:22:22.725088+00:00,988.4316494259202,0.0
2025-09-20T08:23:26.017371+00:00,988.3116494259203,0.0
2025-09-20T08:24:29.791348+00:00,988.1916494259204,0.0
2025-09-20T08:25:33.462754+00:00,988.0716494259206,0.0
2025-09-20T08:26:36.774422+00:00,987.9516494259207,0.0
2025-09-20T08:27:40.067332+00:00,987.8316494259208,0.0
2025-09-20T08:28:43.280966+00:00,987.7116494259209,0.0
2025-09-20T08:29:46.514918+00:00,987.591649425921,0.0
2025-09-20T08:30:49.809914+00:00,987.4716494259211,0.0
2025-09-20T08:31:53.028096+00:00,987.3516494259212,0.0
2025-09-20T08:32:55.596793+00:00,987.2916494259213,0.0
2025-09-20T08:33:56.967516+00:00,987.2916494259213,0.0
2025-09-20T08:34:59.466625+00:00,987.2316494259213,0.0
2025-09-20T08:36:01.965896+00:00,987.1716494259214,0.0
2025-09-20T08:37:05.169960+00:00,987.0516494259215,0.0
2025-09-20T08:38:08.353838+00:00,986.9316494259216,0.0
2025-09-20T08:39:11.865658+00:00,986.8116494259217,0.0
2025-09-20T08:40:15.117385+00:00,986.6916494259218,0.0
2025-09-20T08:41:18.339487+00:00,986.5716494259219,0.0
2025-09-20T08:42:21.755624+00:00,986.451649425922,0.0
2025-09-20T08:43:24.987641+00:00,986.3316494259221,0.0
2025-09-20T08:44:28.217211+00:00,986.2116494259222,0.0
2025-09-20T08:45:31.433549+00:00,986.0916494259224,0.0
2025-09-20T08:46:34.610546+00:00,985.9716494259225,0.0
2025-09-20T08:47:37.829246+00:00,985.8516494259226,0.0
2025-09-20T08:48:41.072275+00:00,985.7316494259227,0.0
2025-09-20T08:49:43.612242+00:00,985.6716494259227,0.0
2025-09-20T08:50:46.204170+00:00,985.6116494259228,0.0
2025-09-20T08:51:49.390342+00:00,985.4916494259229,0.0
2025-09-20T08:52:52.825263+00:00,985.371649425923,0.0
2025-09-20T08:53:56.064434+00:00,985.2516494259231,0.0
2025-09-20T08:54:59.266496+00:00,985.1316494259232,0.0
2025-09-20T08:56:02.500756+00:00,985.0116494259233,0.0
2025-09-20T08:57:05.753003+00:00,984.8916494259234,0.0
2025-09-20T08:58:09.054006+00:00,984.7716494259236,0.0
2025-09-20T08:59:12.306310+00:00,984.6516494259237,0.0
2025-09-20T09:00:15.584815+00:00,984.5316494259238,0.0
2025-09-20T09:01:18.841368+00:00,984.4116494259239,0.0
2025-09-20T09:02:22.124106+00:00,984.291649425924,0.0
2025-09-20T09:03:25.665884+00:00,984.1716494259241,0.0
2025-09-20T09:04:28.957824+00:00,984.0516494259242,0.0
2025-09-20T09:05:31.508927+00:00,983.9916494259243,0.0
2025-09-20T09:06:34.733256+00:00,983.8716494259244,0.0
2025-09-20T09:07:37.321741+00:00,983.8116494259244,0.0
2025-09-20T09:08:39.926472+00:00,983.7516494259245,0.0
2025-09-20T09:09:42.615081+00:00,983.6916494259245,0.0
2025-09-20T09:10:45.436518+00:00,983.6316494259246,0.0
2025-09-20T09:11:48.722818+00:00,983.5116494259247,0.0
2025-09-20T09:12:52.062885+00:00,983.3916494259248,0.0
2025-09-20T09:13:55.386297+00:00,983.2716494259249,0.0
2025-09-20T09:14:58.202952+00:00,983.211649425925,0.0
2025-09-20T09:16:01.550363+00:00,983.0916494259251,0.0
2025-09-20T09:17:04.056855+00:00,983.0316494259251,0.0
2025-09-20T09:18:06.625255+00:00,982.9716494259252,0.0
2025-09-20T09:19:09.229419+00:00,982.9116494259252,0.0
2025-09-20T09:20:12.590210+00:00,982.7916494259254,0.0
2025-09-20T09:21:15.854103+00:00,982.6716494259255,0.0
2025-09-20T09:22:18.421953+00:00,982.6116494259255,0.0
2025-09-20T09:23:21.690205+00:00,982.4916494259256,0.0
2025-09-20T09:24:24.882471+00:00,982.3716494259257,0.0
2025-09-20T09:25:28.170935+00:00,982.2516494259258,0.0
2025-09-20T09:26:31.424261+00:00,982.131649425926,0.0
2025-09-20T09:27:33.934587+00:00,982.071649425926,0.0
2025-09-20T09:28:37.215327+00:00,981.9516494259261,0.0
2025-09-20T09:29:40.530212+00:00,981.8316494259262,0.0
2025-09-20T09:30:43.812610+00:00,981.7116494259263,0.0
2025-09-20T09:31:47.055079+00:00,981.5916494259264,0.0
2025-09-20T09:32:50.399187+00:00,981.4716494259266,0.0
2025-09-20T09:33:54.014716+00:00,981.3516494259267,0.0
2025-09-20T09:34:57.492217+00:00,981.2316494259268,0.0
2025-09-20T09:36:00.760863+00:00,981.1116494259269,0.0
2025-09-20T09:37:04.023431+00:00,980.991649425927,0.0
2025-09-20T09:38:07.327678+00:00,980.8716494259271,0.0
2025-09-20T09:39:10.862923+00:00,980.7516494259272,0.0
2025-09-20T09:40:14.135648+00:00,980.6316494259273,0.0
2025-09-20T09:41:17.446238+00:00,980.5116494259274,0.0
2025-09-20T09:42:20.019915+00:00,980.4516494259275,0.0
2025-09-20T09:43:23.333676+00:00,980.3316494259276,0.0
2025-09-20T09:44:25.856551+00:00,980.2716494259276,0.0
2025-09-20T09:45:28.358422+00:00,980.2116494259277,0.0
2025-09-20T09:46:31.193530+00:00,980.1516494259278,0.0
2025-09-20T09:47:33.789689+00:00,980.0916494259278,0.0
2025-09-20T09:48:37.144374+00:00,979.9716494259279,0.0
2025-09-20T09:49:40.403551+00:00,979.851649425928,0.0
2025-09-20T09:50:43.605143+00:00,979.7316494259281,0.0
2025-09-20T09:51:46.890051+00:00,979.6116494259282,0.0
2025-09-20T09:52:50.220685+00:00,979.4916494259284,0.0
2025-09-20T09:53:53.432032+00:00,979.3716494259285,0.0
2025-09-20T09:54:56.848329+00:00,979.2516494259286,0.0
2025-09-20T09:56:00.030152+00:00,979.1316494259287,0.0
2025-09-20T09:57:02.607133+00:00,979.0716494259287,0.0
2025-09-20T09:58:05.839979+00:00,978.9516494259288,0.0
2025-09-20T09:59:09.119153+00:00,978.831649425929,0.0
2025-09-20T10:00:12.349142+00:00,978.7116494259291,0.0
2025-09-20T10:01:15.791918+00:00,978.5916494259292,0.0
2025-09-20T10:02:19.353252+00:00,978.4716494259293,0.0
2025-09-20T10:03:23.310501+00:00,978.3516494259294,0.0
2025-09-20T10:04:26.519641+00:00,978.2316494259295,0.0
2025-09-20T10:05:29.803036+00:00,978.1116494259296,0.0
2025-09-20T10:06:33.040795+00:00,977.9916494259297,0.0
2025-09-20T10:07:36.289538+00:00,977.8716494259298,0.0
2025-09-20T10:08:39.798458+00:00,977.7516494259299,0.0
2025-09-20T10:09:43.075792+00:00,977.63164942593,0.0
2025-09-20T10:10:46.380716+00:00,977.5116494259302,0.0
2025-09-20T10:11:49.894258+00:00,977.3916494259303,0.0
2025-09-20T10:12:53.327838+00:00,977.2716494259304,0.0
2025-09-20T10:13:56.634709+00:00,977.1516494259305,0.0
2025-09-20T10:14:59.894265+00:00,977.0316494259306,0.0
2025-09-20T10:16:03.200259+00:00,976.9116494259307,0.0
2025-09-20T10:17:06.491433+00:00,976.7916494259308,0.0
2025-09-20T10:18:09.728543+00:00,976.6716494259309,0.0
2025-09-20T10:19:13.035125+00:00,976.551649425931,0.0
2025-09-20T10:20:16.402007+00:00,976.4316494259311,0.0
2025-09-20T10:21:19.636062+00:00,976.3116494259313,0.0
2025-09-20T10:22:22.884147+00:00,976.1916494259314,0.0
2025-09-20T10:23:26.135044+00:00,976.0716494259315,0.0
2025-09-20T10:24:29.406328+00:00,975.9516494259316,0.0
2025-09-20T10:25:32.228742+00:00,975.8916494259316,0.0
2025-09-20T10:26:35.478143+00:00,975.7716494259317,0.0
2025-09-20T10:27:38.041206+00:00,975.7116494259318,0.0
2025-09-20T10:28:41.324987+00:00,975.5916494259319,0.0
2025-09-20T10:29:42.707053+00:00,975.5916494259319,0.0
2025-09-20T10:30:45.618154+00:00,975.531649425932,0.0
2025-09-20T10:31:48.901731+00:00,975.4116494259321,0.0
2025-09-20T10:32:52.233622+00:00,975.2916494259322,0.0
2025-09-20T10:33:55.526245+00:00,975.1716494259323,0.0
2025-09-20T10:34:58.830681+00:00,975.0516494259324,0.0
2025-09-20T10:36:02.061781+00:00,974.9316494259325,0.0
2025-09-20T10:37:05.311428+00:00,974.8116494259326,0.0
2025-09-20T10:38:08.542530+00:00,974.6916494259327,0.0
2025-09-20T10:39:11.120838+00:00,974.6316494259328,0.0
2025-09-20T10:40:14.362525+00:00,974.5116494259329,0.0
2025-09-20T10:41:17.577706+00:00,974.391649425933,0.0
2025-09-20T10:42:20.837535+00:00,974.2716494259331,0.0
2025-09-20T10:43:24.080778+00:00,974.1516494259332,0.0
2025-09-20T10:44:27.316010+00:00,974.0316494259333,0.0
2025-09-20T10:45:30.764218+00:00,973.9116494259334,0.0
2025-09-20T10:46:33.349072+00:00,973.8516494259335,0.0
2025-09-20T10:47:37.293317+00:00,973.7316494259336,0.0
2025-09-20T10:48:39.947527+00:00,973.6716494259337,0.0
2025-09-20T10:49:43.178497+00:00,973.5516494259338,0.0
2025-09-20T10:50:47.520349+00:00,973.4316494259339,0.0
2025-09-20T10:51:50.794243+00:00,973.311649425934,0.0
2025-09-20T10:52:53.324585+00:00,973.251649425934,0.0
2025-09-20T10:53:55.856453+00:00,973.1916494259341,0.0
2025-09-20T10:54:58.386777+00:00,973.1316494259341,0.0
2025-09-20T10:56:01.593357+00:00,973.0116494259343,0.0
2025-09-20T10:57:04.794371+00:00,972.8916494259344,0.0
2025-09-20T10:58:08.128355+00:00,972.7716494259345,0.0
2025-09-20T10:59:11.450233+00:00,972.6516494259346,0.0
2025-09-20T11:00:14.731894+00:00,972.5316494259347,0.0
2025-09-20T11:01:17.337358+00:00,972.4716494259347,0.0
2025-09-20T11:02:20.569723+00:00,972.3516494259349,0.0
2025-09-20T11:03:23.824030+00:00,972.231649425935,0.0
2025-09-20T11:04:27.156918+00:00,972.1116494259351,0.0
2025-09-20T11:05:30.430650+00:00,971.9916494259352,0.0
2025-09-20T11:06:33.934667+00:00,971.8716494259353,0.0
2025-09-20T11:07:37.285607+00:00,971.7516494259354,0.0
2025-09-20T11:08:40.671737+00:00,971.6316494259355,0.0
2025-09-20T11:09:43.964334+00:00,971.5116494259356,0.0
2025-09-20T11:10:47.256725+00:00,971.3916494259357,0.0
2025-09-20T11:11:50.579510+00:00,971.2716494259358,0.0
2025-09-20T11:12:53.853429+00:00,971.151649425936,0.0
2025-09-20T11:13:57.142720+00:00,971.031649425936,0.0
2025-09-20T11:15:00.302572+00:00,970.9116494259362,0.0
2025-09-20T11:16:03.616492+00:00,970.7916494259363,0.0
2025-09-20T11:17:06.941217+00:00,970.6716494259364,0.0
2025-09-20T11:18:10.208916+00:00,970.5516494259365,0.0
2025-09-20T11:19:13.506436+00:00,970.4316494259366,0.0
2025-09-20T11:20:16.711620+00:00,970.3116494259367,0.0
2025-09-20T11:21:19.234504+00:00,970.2516494259368,0.0
2025-09-20T11:22:22.507146+00:00,970.1316494259369,0.0
2025-09-20T11:23:26.001924+00:00,970.011649425937,0.0
2025-09-20T11:24:29.724305+00:00,969.8916494259371,0.0
2025-09-20T11:25:32.969119+00:00,969.7716494259372,0.0
2025-09-20T11:26:36.227364+00:00,969.6516494259373,0.0
2025-09-20T11:27:39.563601+00:00,969.5316494259374,0.0
2025-09-20T11:28:42.784866+00:00,969.4116494259375,0.0
2025-09-20T11:29:45.996682+00:00,969.2916494259376,0.0
2025-09-20T11:30:48.884861+00:00,969.2316494259377,0.0
2025-09-20T11:31:50.526748+00:00,969.2316494259377,0.0
2025-09-20T11:32:53.856662+00:00,969.1116494259378,0.0
2025-09-20T11:33:57.099779+00:00,968.9916494259379,0.0
2025-09-20T11:35:00.335396+00:00,968.871649425938,0.0
2025-09-20T11:36:03.638691+00:00,968.7516494259381,0.0
2025-09-20T11:37:06.840610+00:00,968.6316494259382,0.0
2025-09-20T11:38:10.165397+00:00,968.5116494259383,0.0
2025-09-20T11:39:11.546505+00:00,968.5116494259383,0.0
2025-09-20T11:40:14.100089+00:00,968.4516494259384,0.0
2025-09-20T11:41:16.635618+00:00,968.3916494259385,0.0
2025-09-20T11:42:19.920377+00:00,968.2716494259386,0.0
2025-09-20T11:43:23.131546+00:00,968.1516494259387,0.0
2025-09-20T11:44:26.387331+00:00,968.0316494259388,0.0
2025-09-20T11:45:29.642040+00:00,967.9116494259389,0.0
2025-09-20T11:46:33.228048+00:00,967.791649425939,0.0
2025-09-20T11:47:36.430220+00:00,967.6716494259391,0.0
2025-09-20T11:48:40.086307+00:00,967.5516494259392,0.0
2025-09-20T11:49:43.360324+00:00,967.4316494259393,0.0
2025-09-20T11:50:46.834066+00:00,967.3116494259394,0.0
2025-09-20T11:51:50.032917+00:00,967.1916494259395,0.0
2025-09-20T11:52:53.386597+00:00,967.0716494259397,0.0
2025-09-20T11:53:56.685649+00:00,966.9516494259398,0.0
2025-09-20T11:54:59.972052+00:00,966.8316494259399,0.0
2025-09-20T11:56:03.209306+00:00,966.71164942594,0.0
2025-09-20T11:57:06.469755+00:00,966.5916494259401,0.0
2025-09-20T11:58:09.715700+00:00,966.4716494259402,0.0
2025-09-20T11:59:12.939926+00:00,966.3516494259403,0.0
2025-09-20T12:00:16.722869+00:00,966.2316494259404,0.0
2025-09-20T12:01:21.087514+00:00,909.5861455677391,0.0
2025-09-20T13:44:52.605227+00:00,1000.0,0.0
2025-09-20T13:47:38.708801+00:00,1000.0,0.0
2025-09-22T17:26:04.766655,999.52024,0.0
2025-09-22T17:35:57.155204,999.52024,0.0
2025-09-22T17:37:59.052538,999.52024,0.0
2025-09-22T17:40:01.029150,999.52024,0.0
2025-09-22T17:42:03.786760,995.412324,0.0
2025-09-22T17:44:05.672173,995.412324,0.0
2025-09-22T17:46:07.920323,995.412324,0.0
2025-09-22T17:48:09.898097,994.934765,0.0
2025-09-22T17:50:12.621738,990.789806,0.0
2025-09-22T17:52:14.517806,990.789806,0.0
2025-09-22T17:54:16.444444,990.314465,0.0
2025-09-22T17:56:18.329550,990.314465,0.0
2025-09-22T17:58:20.732167,990.314465,0.0
2025-09-22T18:00:23.001885,990.314465,0.0
2025-09-22T18:02:24.886575,990.314465,0.0
2025-09-22T18:04:26.776697,990.314465,0.0
2025-09-22T18:06:28.667447,990.314465,0.0
2025-09-22T18:08:31.186089,990.314465,0.0
2025-09-22T18:10:33.493247,990.314465,0.0
2025-09-22T18:12:36.280034,985.907324,0.0
2025-09-22T18:14:38.589461,985.433852,0.0
2025-09-22T18:16:40.466814,985.433852,0.0
2025-09-22T18:18:42.804775,985.433852,0.0
2025-09-22T18:20:46.273451,985.433852,0.0
2025-09-22T18:22:48.322641,985.433852,0.0
2025-09-22T18:24:50.154584,985.433852,0.0
